Ticker,Company Name,Exchange ,Sector,Industry,CEO,Issue Type
MCX,Medley Capital Corporation 6.50% Notes due 2021,New York Stock Exchange,,,,
MDLQ,Medley LLC 7.25% Notes due 2024,New York Stock Exchange,,,,
MDLX,Medley LLC 6.875% Senior Notes due 2026,New York Stock Exchange,,,,
MDLY,Medley Management Inc. Class A,New York Stock Exchange,Financial Services,Asset Management,Seth Taube / Brook Taube,cs
MD,Mednax Inc.,New York Stock Exchange,Healthcare,Health Care Providers,Roger J. Medel,cs
MDT,Medtronic plc.,New York Stock Exchange,Healthcare,Medical Devices,Omar Ishrak,cs
MRK,Merck & Company Inc. (new),New York Stock Exchange,Healthcare,Drug Manufacturers,Kenneth C. Frazier,cs
MCY,Mercury General Corporation,New York Stock Exchange,Financial Services,Insurance - Property & Casualty,Gabriel Tirador,cs
MDP,Meredith Corporation,New York Stock Exchange,Consumer Cyclical,Publishing,Thomas Harty,cs
MTH,Meritage Homes Corporation,New York Stock Exchange,Consumer Cyclical,Homebuilding & Construction,Steven J. Hilton,cs
MTOR,Meritor Inc.,New York Stock Exchange,Consumer Cyclical,Autos,,cs
PIY,Preferred Plus Trust (Ser CZN) Ser CZN-1 Tr Ctf 8.375% Maturity 10/01/2046,New York Stock Exchange,Financial Services,Asset Management,,
MTR,Mesa Royalty Trust,New York Stock Exchange,Financial Services,Asset Management,,cs
MSB,Mesabi Trust,New York Stock Exchange,Financial Services,Asset Management,,cs
MEI,Methode Electronics Inc.,New York Stock Exchange,Technology,Computer Hardware,,cs
MET,MetLife Inc.,New York Stock Exchange,Financial Services,Insurance - Life,Steven A. Kandarian,cs
MCB,Metropolitan Bank Holding Corp.,New York Stock Exchange,Financial Services,Banks,Mark R. DeFazio,cs
MTD,Mettler-Toledo International Inc.,New York Stock Exchange,Healthcare,Medical Diagnostics & Research,Olivier A. Filliol,cs
MXE,Mexico Equity and Income Fund Inc. (The),New York Stock Exchange,Financial Services,Asset Management,,cs
MXF,Mexico Fund Inc. (The),New York Stock Exchange,Financial Services,Asset Management,Alberto Osorio,cs
MFA,MFA Financial Inc.,New York Stock Exchange,Real Estate,REITs,Craig L. Knutson,cs
MFO,MFA Financial Inc. 8.00% Senior Notes due 2042,New York Stock Exchange,Real Estate,REITs,Craig L. Knutson,
MFCB,MFC Bancorp Ltd.,New York Stock Exchange,Financial Services,Asset Management,Michael J. Smith,cs
MCR,MFS Charter Income Trust,New York Stock Exchange,Financial Services,Asset Management,David L. DiLorenzo,cs
MGF,MFS Government Markets Income Trust,New York Stock Exchange,Financial Services,Asset Management,David L. DiLorenzo,cs
MIN,MFS Intermediate Income Trust,New York Stock Exchange,Financial Services,Asset Management,,cs
MMT,MFS Multimarket Income Trust,New York Stock Exchange,Financial Services,Asset Management,,cs
MFM,MFS Municipal Income Trust,New York Stock Exchange,Financial Services,Asset Management,,cs
MFV,MFS Special Value Trust,New York Stock Exchange,Financial Services,Asset Management,,cs
MTG,MGIC Investment Corporation,New York Stock Exchange,Financial Services,Insurance - Specialty,Patrick Sinks,cs
MGP,MGM Growth Properties LLC Class A representing limited liability company interests,New York Stock Exchange,Real Estate,REITs,James C. Stewart,cs
MGM,MGM Resorts International,New York Stock Exchange,Consumer Cyclical,Travel & Leisure,James Joseph Murren,cs
KORS,Michael Kors Holdings Limited,New York Stock Exchange,Consumer Cyclical,Manufacturing - Apparel & Furniture,John D. Idol,cs
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,New York Stock Exchange,Technology,Application Software,Christopher P. Hsu,cs
MAA,Mid-America Apartment Communities Inc.,New York Stock Exchange,Real Estate,REITs,H. Eric Bolton,cs
MSL,MidSouth Bancorp,New York Stock Exchange,Financial Services,Banks,James R. Mclemore,cs
MPO,Midstates Petroleum Company Inc.,New York Stock Exchange,Energy,Oil & Gas - E&P,David J. Sambrooks,cs
MCRN,Milacron Holdings Corp.,New York Stock Exchange,Industrials,Industrial Products,Thomas Goeke,cs
MLR,Miller Industries Inc.,New York Stock Exchange,Consumer Cyclical,Autos,William G. Miller / Jeffrey I. Badgley,cs
HIE,Miller/Howard High Income Equity Fund of Beneficial Interest,New York Stock Exchange,Financial Services,Asset Management,,cs
MTX,Minerals Technologies Inc.,New York Stock Exchange,Basic Materials,Chemicals,Douglas T. Dietrich,cs
MG,Mistras Group Inc,New York Stock Exchange,Industrials,Consulting & Outsourcing,Dennis Bertolotti,cs
MUFG,Mitsubishi UFJ Financial Group Inc.,New York Stock Exchange,Financial Services,Banks,Nobuyuki Hirano,cs
MIXT,MiX Telematics Limited American Depositary Shares each representing 25,New York Stock Exchange,Technology,Application Software,Stefan Joselowitz,cs
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),New York Stock Exchange,Financial Services,Banks,Yasuhiro Sato,cs
MBT,Mobile TeleSystems PJSC,New York Stock Exchange,Communication Services,Communication Services,Alexey V. Kornya,cs
MODN,Model N Inc.,New York Stock Exchange,Technology,Application Software,Jason Blessing,cs
MOD,Modine Manufacturing Company,New York Stock Exchange,Consumer Cyclical,Autos,Thomas A. Burke,cs
MC,Moelis & Company Class A,New York Stock Exchange,Financial Services,Asset Management,Kenneth Moelis,cs
MHK,Mohawk Industries Inc.,New York Stock Exchange,Consumer Cyclical,Manufacturing - Apparel & Furniture,Jeffrey S. Lorberbaum,cs
MOH,Molina Healthcare Inc,New York Stock Exchange,Healthcare,Health Care Plans,Joseph M. Zubretsky,cs
TAP,Molson Coors Brewing Company Class B,New York Stock Exchange,Consumer Defensive,Beverages - Alcoholic,Mark R. Hunter,cs
TAP.A,Molson Coors Brewing Company Class A,New York Stock Exchange,Consumer Defensive,Beverages - Alcoholic,Mark R. Hunter,cs
MNR,Monmouth Real Estate Investment Corporation Class A,New York Stock Exchange,Real Estate,REITs,Michael P. Landy,cs
MCO,Moody's Corporation,New York Stock Exchange,Financial Services,Brokers & Exchanges,Raymond W. Mcdaniel,cs
MOG.A,Moog Inc. Class A,New York Stock Exchange,Industrials,Aerospace & Defense,John R. Scannell,cs
MOG.B,Moog Inc. Class B,New York Stock Exchange,Industrials,Aerospace & Defense,John R. Scannell,cs
MS,Morgan Stanley,New York Stock Exchange,Financial Services,Brokers & Exchanges,James P. Gorman,cs
APF,Morgan Stanley Asia-Pacific Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,John H. Gernon,cs
CAF,Morgan Stanley China A Share Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,John H. Gernon,cs
MSD,Morgan Stanley Emerging Markets Debt Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,John H. Gernon,cs
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,John H. Gernon,cs
MSF,Morgan Stanley Emerging Markets Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,John H. Gernon,cs
IIF,Morgan Stanley India Investment Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,John H. Gernon,cs
MOSC,Mosaic Acquisition Corp. Class A,New York Stock Exchange,Industrials,Conglomerates,David Maura,cs
MOS,Mosaic Company (The),New York Stock Exchange,Basic Materials,Agriculture,James C. O'Rourke,cs
MSI,Motorola Solutions Inc.,New York Stock Exchange,Technology,Communication Equipment,Gregory Q. Brown,cs
MOV,Movado Group Inc.,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Efraim Grinberg,cs
MPLX,MPLX LP Representing Limited Partner Interests,New York Stock Exchange,Energy,Oil & Gas - Midstream,Gary R. Heminger,cs
MRC,MRC Global Inc.,New York Stock Exchange,Energy,Oil & Gas - Services,Andrew R. Lane,cs
HJV,MS Structured Asset Corp. SATURNS J.C. Penney Company Inc. Debenture Backed Series 2007-1 7% Callable Class A Units,New York Stock Exchange,,,,
MSA,MSA Safety Incorporated,New York Stock Exchange,Industrials,Consulting & Outsourcing,Nishan J. Vartanian,cs
MSM,MSC Industrial Direct Company Inc.,New York Stock Exchange,Industrials,Industrial Distribution,Erik Gershwind,cs
MSCI,MSCI Inc,New York Stock Exchange,Financial Services,Brokers & Exchanges,Henry A. Fernandez,cs
MSGN,MSG Networks Inc.,New York Stock Exchange,Consumer Cyclical,Entertainment,,cs
MLI,Mueller Industries Inc.,New York Stock Exchange,Industrials,Industrial Products,Gregory L. Christopher,cs
MWA,MUELLER WATER PRODUCTS,New York Stock Exchange,Industrials,Industrial Products,J Scott Hall,cs
MVF,Blackrock MuniVest Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,John M. Perlowski,cs
MZA,Blackrock MuniYield Arizona Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,John M. Perlowski,cs
MUR,Murphy Oil Corporation,New York Stock Exchange,Energy,Oil & Gas - E&P,Roger W. Jenkins,cs
MUSA,Murphy USA Inc.,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,R. Andrew Clyde,cs
MVO,MV Oil Trust,New York Stock Exchange,Energy,Oil & Gas - E&P,,cs
MVC,MVC Capital Inc.,New York Stock Exchange,Financial Services,Asset Management,Michael T. Tokarz,cs
MVCD,MVC Capital Inc. 6.25% Senior Notes due 2022,New York Stock Exchange,,,,
MYE,Myers Industries Inc.,New York Stock Exchange,Consumer Cyclical,Autos,R. David Banyard,cs
MYOV,Myovant Sciences Ltd.,New York Stock Exchange,Healthcare,Biotechnology,Lynn Seely,cs
NBR,Nabors Industries Ltd.,New York Stock Exchange,Energy,Oil & Gas - Drilling,Anthony G. Petrello,cs
NC,NACCO Industries Inc.,New York Stock Exchange,Basic Materials,Coal,J.C. Butler,cs
NTP,Nam Tai Property Inc.,New York Stock Exchange,Real Estate,Real Estate Services,Ying Chi Kwok,cs
NTEST,,,,,,
NTEST.A,,,,,,
NTEST.B,,,,,,
NTEST.C,,,,,,
NBHC,National Bank Holdings Corporation,New York Stock Exchange,Financial Services,Banks,G. Timothy Laney,cs
NFG,National Fuel Gas Company,New York Stock Exchange,Energy,Oil & Gas - E&P,Ronald J. Tanski,cs
NGG,National Grid Transco PLC PLC (NEW) American Depositary Shares,New York Stock Exchange,Utilities,Utilities - Regulated,,cs
NHI,National Health Investors Inc.,New York Stock Exchange,Real Estate,REITs,Eric Mendelsohn,cs
NOV,National Oilwell Varco Inc.,New York Stock Exchange,Energy,Oil & Gas - Services,Clay C. Williams,cs
NPK,National Presto Industries Inc.,New York Stock Exchange,Industrials,Aerospace & Defense,Maryjo Cohen,cs
NNN,National Retail Properties,New York Stock Exchange,Real Estate,REITs,Julian E. Whitehurst,cs
SID,Companhia Siderurgica Nacional S.A.,New York Stock Exchange,Basic Materials,Steel,Benjamin Steinbruch,cs
NSA,National Storage Affiliates Trust of Beneficial Interest,New York Stock Exchange,Real Estate,REITs,Arlen D. Nordhagen,cs
NSM,Nationstar Mortgage Holdings Inc.,New York Stock Exchange,Financial Services,Banks,Jay Bray,cs
NGS,Natural Gas Services Group Inc.,New York Stock Exchange,Energy,Oil & Gas - Services,Stephen C. Taylor,cs
NGVC,Natural Grocers by Vitamin Cottage Inc.,New York Stock Exchange,Consumer Defensive,Retail - Defensive,,cs
NRP,Natural Resource Partners LP Limited Partnership,New York Stock Exchange,Basic Materials,Coal,Corbin J. Robertson,cs
NTZ,Natuzzi S.p.A.,New York Stock Exchange,Consumer Cyclical,Manufacturing - Apparel & Furniture,Pasquale Natuzzi,cs
NLS,Nautilus Inc.,New York Stock Exchange,Consumer Cyclical,Travel & Leisure,Bruce M. Cazenave,cs
NCI,Navigant Consulting Inc.,New York Stock Exchange,Industrials,Business Services,Julie M. Howard,cs
NVGS,Navigator Holdings Ltd. (Marshall Islands),New York Stock Exchange,Industrials,Transportation & Logistics,David J. Butters,cs
NNA,Navios Maritime Acquisition Corporation,New York Stock Exchange,Industrials,Transportation & Logistics,Angeliki Frangou,cs
NM,Navios Maritime Holdings Inc.,New York Stock Exchange,Industrials,Transportation & Logistics,Angeliki Frangou,cs
NAP,Navios Maritime Midstream Partners LP representing limited partner interests,New York Stock Exchange,Industrials,Transportation & Logistics,Angeliki Frangou,cs
NMM,Navios Maritime Partners LP Representing Limited Partner Interests,New York Stock Exchange,Industrials,Transportation & Logistics,Angeliki Frangou,cs
NAV,Navistar International Corporation,New York Stock Exchange,Industrials,Truck Manufacturing,,cs
NCS,NCI Building Systems Inc.,New York Stock Exchange,Industrials,Industrial Products,Donald R. Riley,cs
NCR,NCR Corporation,New York Stock Exchange,Technology,Application Software,Michael D. Hayford,cs
NP,Neenah Inc.,New York Stock Exchange,Basic Materials,Forest Products,John P. O'Donnell,cs
NNI,Nelnet Inc.,New York Stock Exchange,Financial Services,Credit Services,Jeffrey R. Noordhoek,cs
NPTN,NeoPhotonics Corporation,New York Stock Exchange,Technology,Semiconductors,Timothy Jenks,cs
NETS,Netshoes (Cayman) Limited,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Marcio Kumruian,cs
NVRO,Nevro Corp.,New York Stock Exchange,Healthcare,Medical Devices,Rami Elghandour,cs
HYB,New America High Income Fund Inc. (The),New York Stock Exchange,Financial Services,Asset Management,,cs
GF,New Germany Fund Inc. (The),New York Stock Exchange,Financial Services,Asset Management,Hepsen Uzcan,cs
NWHM,The New Home Company Inc.,New York Stock Exchange,Consumer Cyclical,Homebuilding & Construction,H. Lawrence Webb,cs
IRL,New Ireland Fund Inc (The),New York Stock Exchange,Financial Services,Asset Management,,cs
NEWM,New Media Investment Group Inc.,New York Stock Exchange,Consumer Cyclical,Publishing,Michael E. Reed,cs
NMFC,New Mountain Finance Corporation,New York Stock Exchange,Financial Services,Asset Management,Robert A. Hamwee,cs
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 (Cayman Islands),New York Stock Exchange,Consumer Defensive,Education,Chenggang Zhou,cs
NEWR,New Relic Inc.,New York Stock Exchange,Technology,Application Software,Lewis Cirne,cs
NRZ,New Residential Investment Corp.,New York Stock Exchange,Real Estate,REITs,Michael Nierenberg,cs
SNR,New Senior Investment Group Inc.,New York Stock Exchange,Real Estate,REITs,Susan Givens,cs
NWY,New York & Company Inc.,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Gregory Scott,cs
NYCB,New York Community Bancorp Inc.,New York Stock Exchange,Financial Services,Banks,Joseph R. Ficalora,cs
NYRT,New York REIT Inc.,New York Stock Exchange,Real Estate,REITs,Wendy Silverstein,cs
NYT,New York Times Company (The),New York Stock Exchange,Consumer Cyclical,Publishing,Mark Thompson,cs
NWL,Newell Brands Inc.,New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,Michael B. Polk,cs
NFX,Newfield Exploration Company,New York Stock Exchange,Energy,Oil & Gas - E&P,Lee K. Boothby,cs
NJR,NewJersey Resources Corporation,New York Stock Exchange,Utilities,Utilities - Regulated,,cs
NEU,NewMarket Corp,New York Stock Exchange,Basic Materials,Chemicals,Thomas E. Gottwald,cs
NEM,Newmont Mining Corporation,New York Stock Exchange,Basic Materials,Metals & Mining,Gary J. Goldberg,cs
NR,Newpark Resources Inc.,New York Stock Exchange,Energy,Oil & Gas - Services,Paul L. Howes,cs
NEXA,Nexa Resources S.A.,New York Stock Exchange,Basic Materials,Metals & Mining,Tito Botelho Martins,cs
NXRT,NexPoint Residential Trust Inc.,New York Stock Exchange,Real Estate,REITs,James D. Dondero,cs
NHF,NexPoint Strategic Opportunities Fund,New York Stock Exchange,Financial Services,Asset Management,James D. Dondero,cs
NEP,NextEra Energy Partners LP representing limited partner interests,New York Stock Exchange,Utilities,Utilities - Independent Power Producers,James L. Robo,cs
NEE,NextEra Energy Inc.,New York Stock Exchange,Utilities,Utilities - Regulated,James L. Robo,cs
NGL,NGL ENERGY PARTNERS LP representing Limited Partner Interests,New York Stock Exchange,Energy,Oil & Gas - Refining & Marketing,,cs
NLSN,Nielsen N.V.,New York Stock Exchange,Industrials,Business Services,Dwight M. Barns,cs
NKE,Nike Inc.,New York Stock Exchange,Consumer Cyclical,Manufacturing - Apparel & Furniture,,cs
NINE,Nine Energy Service Inc.,New York Stock Exchange,Energy,Oil & Gas - Services,Ann G. Fox,cs
NI,NiSource Inc,New York Stock Exchange,Utilities,Utilities - Regulated,Joseph Hamrock,cs
NL,NL Industries Inc.,New York Stock Exchange,Industrials,Industrial Distribution,Robert D. Graham,cs
NOAH,Noah Holdings Limited,New York Stock Exchange,Financial Services,Asset Management,Jingbo Wang,cs
NE,Noble Corporation (UK),New York Stock Exchange,Energy,Oil & Gas - Drilling,Julie J. Robertson,cs
NBL,Noble Energy Inc.,New York Stock Exchange,Energy,Oil & Gas - E&P,David L. Stover,cs
NBLX,Noble Midstream Partners LP Representing Limited Partner Interests,New York Stock Exchange,Energy,Oil & Gas - Midstream,Terry R. Gerhart,cs
NOK,Nokia Corporation Sponsored American Depositary Shares,New York Stock Exchange,Technology,Communication Equipment,Rajeev Suri,cs
NOMD,Nomad Foods Limited,New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,Stefan Descheemaeker,cs
NMR,Nomura Holdings Inc ADR American Depositary Shares,New York Stock Exchange,Financial Services,Brokers & Exchanges,Koji Nagai,cs
